player_name,player_id,dob,last_game,elo,game_count,draft_info,draft_year,player_country,draft_oa,draft_league,Term,AAV,Pos,Team
Chris Stewart,8473485,10/30/1987,5/24/2016 11:42,1488.15788,97,18 OA (2006 COL),2006,CAN,18,OHL,1,1700000,RW,Ducks
Claude Giroux,8473512,1/12/1988,5/17/2016 8:02,1537.53007,106,22 OA (2006 PHI),2006,CAN,22,QMJHL,8,8275000,C,Flyers
Patrik Berglund,8473534,6/2/1988,5/17/2016 7:47,1513.61393,99,25 OA (2006 STL),2006,SWE,25,SWE,3,3700000,RW,Blues
Nick Foligno,8473422,10/31/1987,2/8/2016 21:09,1525.03035,82,28 OA (2006 OTT),2006,USA,28,OHL,6,5500000,RW,BlueJackets
Jamie McGinn,8473465,8/5/1988,5/17/2016 8:00,1486.13905,87,36 OA (2006 SJS),2006,CAN,36,OHL,2,2950000,LW,Ducks
Nikolay Kulemin,8473579,7/14/1986,5/11/2016 4:47,1510.86097,92,44 OA (2006 TOR),2006,RUS,44,RUS,4,4187500,LW,Islanders
Jeff Petry,8473507,12/9/1987,4/14/2016 18:29,1511.04956,86,45 OA (2006 EDM),2006,USA,45,USHL,6,5500000,D,Canadiens
Shawn Matthias,8473574,2/19/1988,4/14/2016 18:12,1482.92592,105,47 OA (2006 DET),2006,CAN,47,OHL,1,2300000,LW,Avalanche
Milan Lucic,8473473,6/7/1988,4/28/2016 11:39,1516.31191,92,50 OA (2006 BOS),2006,CAN,50,WHL,3,6000000,LW,Kings
Artem Anisimov,8473573,5/24/1988,5/24/2016 11:36,1504.79256,108,54 OA (2006 NYR),2006,RUS,54,RUS,5,4550000,LW,Blackhawks
Mike Weber,8473426,12/16/1987,5/24/2016 11:26,1473.06263,121,57 OA (2006 BUF),2006,USA,57,OHL,3,1666667,D,Capitals
Jamie McBain,8473571,2/25/1988,4/29/2016 16:01,1487.74092,97,63 OA (2006 CAR),2006,USA,63,USA,1,600000,D,Kings
Brian Strait,8473565,1/4/1988,5/24/2016 11:26,1480.04302,93,65 OA (2006 PIT),2006,USA,65,USA,3,775000,D,Islanders
Ryan White,8473466,3/17/1988,5/17/2016 7:43,1479.74434,108,66 OA (2006 MTL),2006,CAN,66,WHL,1,800000,RW,Flyers
Eric Gryba,8473468,4/14/1988,5/24/2016 11:33,1472.70693,120,68 OA (2006 OTT),2006,CAN,68,USHL,2,1250000,D,Oilers
Brad Marchand,8473419,5/11/1988,5/24/2016 12:04,1521.03216,83,71 OA (2006 BOS),2006,CAN,71,QMJHL,4,4500000,LW,Bruins
Cal Clutterbuck,8473504,11/18/1987,3/2/2016 15:39,1479.05278,96,72 OA (2006 MIN),2006,CAN,72,OHL,4,2750000,RW,Islanders
Korbinian Holzer,8473560,2/16/1988,4/14/2016 18:54,1492.66756,71,111 OA (2006 TOR),2006,DEU,111,GER,1,750000,D,Ducks
Matt Beleskey,8473492,6/7/1988,5/24/2016 10:52,1510.82237,83,112 OA (2006 ANA),2006,CAN,112,OHL,5,3800000,LW,Bruins
Andrew Bodnarchuk,8473550,7/11/1988,4/20/2016 18:28,1495.29958,15,128 OA (2006 BOS),2006,CAN,128,QMJHL,1,650000,D,Avalanche
Alex Biega,8473415,4/4/1988,5/24/2016 11:36,1499.79276,18,147 OA (2006 BUF),2006,CAN,147,USHSE,2,750000,D,Canucks
Andrew MacDonald,8473584,9/7/1986,4/10/2016 13:37,1489.51805,48,160 OA (2006 NYI),2006,CAN,160,QMJHL,6,5000000,D,Flyers
Viktor Stalberg,8473537,1/17/1986,5/24/2016 10:43,1501.28681,80,161 OA (2006 TOR),2006,SWE,161,SWE,1,1100000,LW,Rangers
Mathieu Perreault,8473618,1/5/1988,3/28/2016 22:22,1520.01632,102,177 OA (2006 WSH),2006,CAN,177,QMJHL,3,3000000,LW,Jets
Leo Komarov,8473463,1/23/1987,5/24/2016 11:39,1493.39685,116,180 OA (2006 TOR),2006,EST,180,FIN,4,2950000,LW,MapleLeafs
Derek Dorsett,8473432,12/20/1986,5/24/2016 10:52,1482.30592,87,189 OA (2006 CBJ),2006,CAN,189,WHL,4,2650000,RW,Canucks
Erik Condra,8473588,8/6/1986,5/17/2016 9:00,1503.6943,91,211 OA (2006 OTT),2006,USA,211,CCHA,3,1250000,LW,Lightning
Sidney Crosby,8471675,8/7/1987,5/24/2016 11:38,1546.2435,139,1 OA (2005 PIT),2005,CAN,1,QMJHL,12,8700000,C,Penguins
Bobby Ryan,8471676,3/17/1987,5/17/2016 8:00,1516.86882,75,2 OA (2005 ANA),2005,USA,2,OHL,7,7250000,RW,Senators
Jack Johnson,8471677,1/13/1987,5/24/2016 10:54,1500.01915,106,3 OA (2005 CAR),2005,USA,3,USA,7,4357143,D,BlueJackets
Benoit Pouliot,8471678,9/29/1986,5/24/2016 10:52,1504.8955,88,4 OA (2005 MIN),2005,CAN,4,OHL,5,4000000,LW,Oilers
Jack Skille,8471681,5/19/1987,5/17/2016 8:00,1489.94906,46,7 OA (2005 CHI),2005,USA,7,USA,1,675000,LW,Avalanche
Anze Kopitar,8471685,8/24/1987,5/13/2016 12:51,1541.16334,113,11 OA (2005 LAK),2005,SVN,11,SWE JR.,8,10000000,C,Kings
Marc Staal,8471686,1/13/1987,5/17/2016 7:43,1499.67744,115,12 OA (2005 NYR),2005,CAN,12,OHL,6,5700000,D,Rangers
Martin Hanzal,8471691,2/20/1987,4/12/2016 18:52,1514.54898,120,17 OA (2005 PHX),2005,CZE,17,CZE JR.,5,3100000,C,Coyotes
Jakub Kindl,8471693,2/10/1987,4/14/2016 18:31,1492.22746,102,19 OA (2005 DET),2005,CZE,19,OHL,4,2400000,D,Panthers
T.J. Oshie,8471698,12/23/1986,3/2/2016 9:56,1523.30497,73,24 OA (2005 STL),2005,USA,24,USHSW,5,4175000,RW,Capitals
Matt Dumba,8476856,7/25/1994,5/24/2016 10:55,1498.87022,77,7 OA (2012 MIN),2012,CAN,7,WHL,3,1633333,D,Wild
Andrew Cogliano,8471699,6/14/1987,5/24/2016 11:35,1504.44677,95,25 OA (2005 EDM),2005,CAN,25,OPJRA,4,3000000,LW,Ducks
Matt Niskanen,8471702,12/6/1986,5/13/2016 12:39,1516.5928,114,28 OA (2005 DAL),2005,USA,28,USHSW,7,5750000,D,Capitals
James Neal,8471707,9/3/1987,5/13/2016 12:35,1518.06875,78,33 OA (2005 DAL),2005,CAN,33,OHL,6,5000000,RW,Predators
Marc-Edouard Vlasic,8471709,3/30/1987,5/17/2016 8:59,1532.52751,115,35 OA (2005 SJS),2005,CAN,35,QMJHL,5,4250000,D,Sharks
Taylor Chorney,8471710,4/27/1987,5/13/2016 12:36,1483.64702,95,36 OA (2005 EDM),2005,CAN,36,USHSW,2,800000,D,Capitals
Justin Abdelkader,8471716,2/25/1987,5/24/2016 12:08,1500.65928,96,42 OA (2005 DET),2005,USA,42,USHL,7,4250000,LW,RedWings
Mike Blunden,8471663,12/15/1986,5/24/2016 11:35,1498.28924,8,43 OA (2005 CHI),2005,CAN,43,OHL,1,600000,RW,Lightning
Paul Stastny,8471669,12/27/1985,5/13/2016 13:04,1519.97632,97,44 OA (2005 COL),2005,CAN,44,WCHA,4,7000000,C,Blues
Adam McQuaid,8471717,10/12/1986,5/24/2016 10:58,1499.68421,120,55 OA (2005 CBJ),2005,CAN,55,OHL,4,2750000,D,Bruins
Kris Letang,8471724,4/24/1987,5/13/2016 13:02,1533.42133,94,62 OA (2005 PIT),2005,CAN,62,QMJHL,8,7250000,D,Penguins
Kris Russell,8471729,5/2/1987,5/24/2016 11:53,1505.65637,136,67 OA (2005 CBJ),2005,CAN,67,WHL,2,2600000,D,Stars
Cody Franson,8471742,8/8/1987,5/24/2016 11:45,1500.09273,49,79 OA (2005 NSH),2005,CAN,79,WHL,2,3325000,D,Sabres
Chris VandeVelde,8471762,3/15/1987,5/24/2016 11:35,1472.74043,101,97 OA (2005 EDM),2005,USA,97,USHSW,2,712500,LW,Flyers
Jared Boll,8471766,5/13/1986,5/24/2016 11:34,1479.43681,89,101 OA (2005 CBJ),2005,USA,101,USHL,3,1700000,RW,BlueJackets
Keith Yandle,8471735,9/9/1986,5/24/2016 11:31,1509.43844,105,105 OA (2005 PHX),2005,USA,105,USHSE,5,5300000,D,Rangers
Niklas Hjalmarsson,8471769,6/6/1987,5/24/2016 11:42,1523.31212,135,108 OA (2005 CHI),2005,SWE,108,SWE JR.,5,4100000,D,Blackhawks
Darren Helm,8471794,1/21/1987,5/24/2016 11:40,1494.65832,106,132 OA (2005 DET),2005,CAN,132,WHL,4,2125000,LW,RedWings
Nathan Gerbe,8471804,7/24/1987,2/8/2016 21:09,1494.35428,89,142 OA (2005 BUF),2005,USA,142,USA,2,1750000,LW,Hurricanes
Sergei Plotnikov,8478928,6/3/1990,5/13/2016 13:03,1488.48021,75,NULL,NULL,NULL,NULL,NULL,#N/A,#N/A,#N/A,Coyotes
Mark Fayne,8471816,5/15/1987,5/24/2016 11:33,1482.73622,101,155 OA (2005 NJD),2005,USA,155,USHSE,4,3625000,D,Oilers
Ryan Reaves,8471817,1/20/1987,5/13/2016 12:55,1475.87594,87,156 OA (2005 STL),2005,CAN,156,WHL,4,1125000,RW,Blues
Joe Vitale,8471856,8/20/1985,4/28/2016 11:48,1474.05253,89,195 OA (2005 PIT),2005,USA,195,USHL,3,1116667,C,Coyotes
Colin Greening,8471862,3/9/1986,5/13/2016 12:57,1491.26736,58,204 OA (2005 OTT),2005,CAN,204,CCL,3,2650000,C,MapleLeafs
Anton Stralman,8471873,8/1/1986,5/24/2016 11:38,1535.39384,113,216 OA (2005 TOR),2005,SWE,216,SWE-2,5,4500000,D,Lightning
Patric Hornqvist,8471887,1/1/1987,5/17/2016 8:03,1518.45501,91,230 OA (2005 NSH),2005,SWE,230,SWE-3,5,4250000,RW,Penguins
Alex Ovechkin,8471214,9/17/1985,5/24/2016 10:43,1541.34986,92,1 OA (2004 WSH),2004,RUS,1,RUS,13,9538462,LW,Capitals
Evgeni Malkin,8471215,7/31/1986,5/17/2016 7:48,1544.46418,115,2 OA (2004 PIT),2004,RUS,2,RUS,8,9500000,C,Penguins
Andrew Ladd,8471217,12/12/1985,5/17/2016 7:47,1519.73685,81,4 OA (2004 CAR),2004,CAN,4,WHL,5,4400000,LW,Blackhawks
Blake Wheeler,8471218,8/31/1986,5/13/2016 13:04,1517.2934,76,5 OA (2004 PHX),2004,USA,5,USHSW,6,5600000,RW,Jets
Ladislav Smid,8471222,2/1/1986,5/24/2016 11:26,1469.90819,114,9 OA (2004 ANA),2004,CZE,9,CZE,4,3500000,D,Flames
Drew Stafford,8471226,10/30/1985,2/8/2016 21:07,1502.34963,91,13 OA (2004 BUF),2004,USA,13,WCHA,2,4350000,LW,Jets
Kyle Chipchura,8471231,2/19/1986,5/17/2016 8:00,1484.00824,91,18 OA (2004 MTL),2004,CAN,18,WHL,3,875000,C,Coyotes
Lauri Korpikoski,8471232,7/28/1986,5/24/2016 11:34,1481.81224,70,19 OA (2004 NYR),2004,FIN,19,FIN JR.,4,2500000,LW,Oilers
Travis Zajac,8471233,5/13/1985,5/13/2016 13:00,1494.01767,112,20 OA (2004 NJD),2004,CAN,20,BCHL,8,5750000,C,Devils
Mike Green,8471242,10/12/1985,5/24/2016 11:50,1526.3755,113,29 OA (2004 WSH),2004,CAN,29,WHL,3,6000000,D,RedWings
Dave Bolland,8471245,6/5/1986,5/13/2016 12:39,1490.24502,110,32 OA (2004 CHI),2004,CAN,32,OHL,5,5500000,C,Panthers
Carl Soderberg,8471262,10/12/1985,5/24/2016 11:47,1509.14557,95,49 OA (2004 STL),2004,SWE,49,SWE,5,4750000,C,Avalanche
Nicklas Grossmann,8471269,1/22/1985,5/24/2016 11:44,1476.7611,106,56 OA (2004 DAL),2004,SWE,56,SJL,4,3500000,D,Coyotes
Brandon Dubinsky,8471273,4/29/1986,4/29/2016 15:55,1521.99998,109,60 OA (2004 NYR),2004,USA,60,WHL,6,5850000,C,BlueJackets
Alex Goligoski,8471274,7/30/1985,5/24/2016 11:27,1520.4266,109,61 OA (2004 PIT),2004,USA,61,USHL,4,4600000,D,Stars
David Krejci,8471276,4/28/1986,4/14/2016 13:45,1531.67813,113,63 OA (2004 BOS),2004,CZE,63,CZE JR.,6,7250000,C,Bruins
Andrej Sekera,8471284,6/8/1986,5/24/2016 11:33,1507.75759,100,71 OA (2004 BUF),2004,SVK,71,SVK JR.,6,5500000,D,Oilers
Clayton Stoner,8470886,2/19/1985,4/14/2016 18:34,1490.60949,115,79 OA (2004 MIN),2004,CAN,79,WHL,4,3250000,D,Ducks
Alexei Emelin,8471296,4/25/1986,5/13/2016 13:03,1482.05316,118,84 OA (2004 MTL),2004,RUS,84,RUS,4,4100000,D,Canadiens
Alexander Edler,8471303,4/21/1986,5/24/2016 11:34,1514.75208,99,91 OA (2004 VAN),2004,SWE,91,SWE II,6,5000000,D,Canucks
Johan Franzen,8471309,12/23/1979,5/24/2016 11:35,1493.89943,67,97 OA (2004 DET),2004,SWE,97,SWE,11,3954545,LW,RedWings
Tyler Kennedy,8471311,7/15/1986,4/20/2016 18:29,1498.25881,33,99 OA (2004 PIT),2004,CAN,99,OHL,1,600000,C,Devils
Kevin Porter,8471331,3/12/1986,3/28/2016 22:13,1493.17313,20,119 OA (2004 PHX),2004,USA,119,USA,1,575000,LW,Penguins
Torrey Mitchell,8471338,1/30/1985,4/28/2016 11:49,1481.47909,104,126 OA (2004 SJS),2004,CAN,126,USHSE,3,1200000,C,Canadiens
Ryan Callahan,8471339,3/21/1985,5/17/2016 8:59,1519.36929,80,127 OA (2004 NYR),2004,USA,127,OHL,6,5800000,RW,Lightning
Kris Versteeg,8471346,5/13/1986,3/2/2016 9:54,1495.28948,82,134 OA (2004 BOS),2004,CAN,134,WHL,4,4400000,LW,Kings
Nikita Nikitin,8471348,6/16/1986,5/24/2016 11:27,1485.28823,66,136 OA (2004 STL),2004,RUS,136,RPL,2,4500000,D,Oilers
Mikhail Grabovski,8471362,1/31/1984,5/13/2016 12:50,1508.12599,105,150 OA (2004 MTL),2004,DEU,150,RUS,4,5000000,LW,Islanders
Mike Brown,8471371,6/24/1985,5/24/2016 11:42,1478.76604,78,159 OA (2004 VAN),2004,USA,159,CCHA,2,1200000,RW,Canadiens
Adam Pardy,8471385,3/29/1984,5/24/2016 11:32,1486.99224,99,173 OA (2004 CGY),2004,CAN,173,QMJHL,1,1000000,D,Oilers
Mike Santorelli,8471390,12/14/1985,3/28/2016 22:32,1494.70461,52,178 OA (2004 NSH),2004,CAN,178,BCHL,1,875000,RW,Ducks
Roman Polak,8471392,4/28/1986,5/13/2016 12:53,1478.33219,85,180 OA (2004 STL),2004,CZE,180,CZE JR.,5,2750000,D,Sharks
Troy Brouwer,8471426,8/17/1985,5/24/2016 10:43,1503.50256,101,214 OA (2004 CHI),2004,CAN,214,WHL,3,3666667,RW,Blues
Matt Hunwick,8471436,5/21/1985,5/24/2016 10:59,1481.86416,94,224 OA (2004 BOS),2004,USA,224,CCHA,2,1200000,D,MapleLeafs
Mark Streit,8468309,12/11/1977,5/24/2016 11:49,1504.30606,78,262 OA (2004 MTL),2004,CHE,262,SUI,4,5250000,D,Flyers
Daniel Winnik,8471476,3/6/1985,3/19/2016 19:56,1500.22624,83,265 OA (2004 PHX),2004,CAN,265,H-EAST,2,2250000,LW,Capitals
Grant Clitsome,8471482,4/14/1985,3/28/2016 22:34,1485.33603,91,271 OA (2004 CBJ),2004,CAN,271,CJHL,3,2066667,D,Jets
Adam Cracknell,8471490,7/15/1985,5/17/2016 8:00,1489.1559,36,279 OA (2004 CGY),2004,CAN,279,WHL,1,575000,LW,Oilers
Jannik Hansen,8471498,3/15/1986,4/28/2016 11:36,1498.10951,92,287 OA (2004 VAN),2004,DNK,287,SJL,4,2500000,RW,Canucks
Eric Staal,8470595,10/29/1984,5/24/2016 11:42,1524.77079,103,2 OA (2003 CAR),2003,CAN,2,OHL,7,8250000,LW,Rangers
Nathan Horton,8470596,5/29/1985,5/17/2016 8:02,1485.14315,43,3 OA (2003 FLA),2003,CAN,3,OHL,7,5300000,RW,MapleLeafs
Thomas Vanek,8470598,1/19/1984,5/17/2016 8:01,1510.01932,80,5 OA (2003 BUF),2003,AUT,5,WCHA,3,6500000,LW,Wild
Milan Michalek,8470599,12/7/1984,5/24/2016 11:39,1501.28146,96,6 OA (2003 SJS),2003,CZE,6,CZE,3,4000000,LW,MapleLeafs
Ryan Suter,8470600,1/21/1985,5/24/2016 11:33,1534.14608,109,7 OA (2003 NSH),2003,USA,7,USA,13,7538462,D,Wild
Braydon Coburn,8470601,2/27/1985,5/17/2016 9:01,1509.4358,105,8 OA (2003 ATL),2003,CAN,8,WHL,3,3700000,D,Lightning
Dion Phaneuf,8470602,4/10/1985,4/28/2016 11:31,1511.25642,104,9 OA (2003 CGY),2003,CAN,9,WHL,7,7000000,D,Senators
Jeff Carter,8470604,1/1/1985,5/13/2016 13:04,1525.946,108,11 OA (2003 PHI),2003,CAN,11,OHL,11,5272727,C,Kings
Dustin Brown,8470606,11/4/1984,2/8/2016 21:01,1495.96425,93,13 OA (2003 LAK),2003,USA,13,OHL,8,5875000,RW,Kings
Brent Seabrook,8470607,4/20/1985,5/24/2016 10:53,1529.03524,105,14 OA (2003 CHI),2003,CAN,14,WHL,8,6875000,D,Blackhawks
Steve Bernier,8470609,3/31/1985,5/17/2016 8:00,1496.77848,40,16 OA (2003 SJS),2003,CAN,16,QMJHL,1,750000,RW,Islanders
Zach Parise,8470610,7/28/1984,2/8/2016 20:48,1529.12076,76,17 OA (2003 NJD),2003,USA,17,WCHA,13,7538462,LW,Wild
Eric Fehr,8470611,9/7/1985,4/13/2016 13:43,1500.30545,55,18 OA (2003 WSH),2003,CAN,18,WHL,2,3000000,C,Penguins
Ryan Getzlaf,8470612,5/10/1985,4/10/2016 19:27,1531.82222,99,19 OA (2003 ANA),2003,CAN,19,WHL,8,8250000,C,Ducks
Brent Burns,8470613,3/9/1985,5/13/2016 12:54,1537.56826,123,20 OA (2003 MIN),2003,CAN,20,OHL,5,5760000,D,Sharks
Mark Stuart,8470614,4/27/1984,5/17/2016 9:01,1496.4125,107,21 OA (2003 BOS),2003,USA,21,WCHA,4,2625000,D,Jets
Ryan Kesler,8470616,8/31/1984,5/24/2016 11:52,1518.56212,99,23 OA (2003 VAN),2003,USA,23,CCHA,6,6875000,C,Ducks
Mike Richards,8470617,2/11/1985,5/13/2016 12:34,1491.76805,25,24 OA (2003 PHI),2003,CAN,24,OHL,1,1000000,C,Capitals
Brian Boyle,8470619,12/18/1984,5/17/2016 8:58,1503.39482,109,26 OA (2003 LAK),2003,USA,26,USHSE,3,2000000,C,Lightning
Corey Perry,8470621,5/16/1985,5/17/2016 8:59,1531.41172,91,28 OA (2003 ANA),2003,CAN,28,OHL,8,8625000,RW,Ducks
Patrick Eaves,8470622,5/1/1984,5/17/2016 8:00,1511.31777,89,29 OA (2003 OTT),2003,CAN,29,H-EAST,1,1150000,RW,Stars
Loui Eriksson,8470626,7/17/1985,3/28/2016 22:25,1516.04035,91,33 OA (2003 DAL),2003,SWE,33,SJL,6,4250000,RW,Bruins
Kevin Klein,8470630,12/13/1984,4/13/2016 13:45,1497.95832,113,37 OA (2003 NSH),2003,CAN,37,OHL,5,2900000,D,Rangers
Patrice Bergeron,8470638,7/24/1985,5/13/2016 12:55,1542.06468,109,45 OA (2003 BOS),2003,CAN,45,QMJHL,8,6875000,C,Bruins
Matthew Carle,8470640,9/25/1984,5/24/2016 11:26,1499.26612,91,47 OA (2003 SJS),2003,USA,47,USHL,6,5500000,D,Lightning
Shea Weber,8470642,8/14/1985,5/24/2016 11:31,1534.38636,114,49 OA (2003 NSH),2003,CAN,49,WHL,14,7857143,D,Predators
David Backes,8470655,5/1/1984,5/13/2016 12:31,1527.50269,97,62 OA (2003 STL),2003,USA,62,USHL,5,4500000,C,Blues
Clarke MacArthur,8470667,4/6/1985,3/15/2016 22:39,1506.98434,90,74 OA (2003 BUF),2003,CAN,74,WHL,5,4650000,LW,Senators
Kyle Quincey,8470724,8/12/1985,5/24/2016 10:58,1488.81881,91,132 OA (2003 DET),2003,CAN,132,OHL,2,4250000,D,RedWings
Lee Stempniak,8470740,2/4/1983,5/13/2016 12:37,1501.2389,34,148 OA (2003 STL),2003,USA,148,ECAC,1,850000,RW,Bruins
John Mitchell,8470750,1/22/1985,4/14/2016 18:11,1482.52516,87,158 OA (2003 TOR),2003,CAN,158,OHL,3,1800000,LW,Avalanche
Brad Richardson,8470755,2/4/1985,5/24/2016 10:52,1491.40726,82,163 OA (2003 COL),2003,CAN,163,OHL,3,2083333,C,Coyotes
Marc Methot,8470760,6/21/1985,5/24/2016 10:43,1492.84733,119,168 OA (2003 CBJ),2003,CAN,168,OHL,4,4900000,D,Senators
Nate Thompson,8470775,10/5/1984,4/12/2016 18:53,1479.14335,92,183 OA (2003 BOS),2003,USA,183,WHL,4,1600000,C,Ducks
Drew Miller,8470778,2/17/1984,2/8/2016 20:48,1481.64447,82,186 OA (2003 ANA),2003,USA,186,USHL,3,1350000,LW,RedWings
Joe Pavelski,8470794,7/11/1984,5/13/2016 13:04,1534.48353,110,205 OA (2003 SJS),2003,USA,205,USHL,5,6000000,LW,Sharks
Philipp Grubauer,8475831,11/25/1991,5/24/2016 12:03,1485.98699,74,112 OA (2010 WSH),2010,DEU,112,OHL,#N/A,#N/A,#N/A,Capitals
Kyle Brodziak,8470803,5/25/1984,3/28/2016 22:34,1488.11733,102,214 OA (2003 EDM),2003,CAN,214,WHL,1,900000,RW,Blues
Toby Enstrom,8470828,11/5/1984,5/24/2016 11:36,1520.21498,114,239 OA (2003 ATL),2003,SWE,239,SWE,5,5750000,D,Jets
Dustin Byfuglien,8470834,3/27/1985,5/24/2016 11:36,1531.55151,108,245 OA (2003 CHI),2003,USA,245,WHL,5,7600000,D,Jets
Matt Moulson,8470852,11/1/1983,5/17/2016 7:59,1509.37202,84,263 OA (2003 PIT),2003,CAN,263,ECAC,5,5000000,LW,Sabres
Tanner Glass,8470854,11/29/1983,2/8/2016 21:09,1468.89692,88,265 OA (2003 FLA),2003,CAN,265,BCHL,3,1450000,LW,Rangers
Chris Porter,8470871,5/29/1984,2/4/2016 21:56,1477.85524,93,282 OA (2003 CHI),2003,CAN,282,USHL,1,575000,LW,Wild
David Jones,8470877,8/10/1984,5/17/2016 8:00,1493.27774,96,288 OA (2003 COL),2003,CAN,288,BCHL,4,4000000,RW,Wild
Rick Nash,8470041,6/16/1984,3/2/2016 16:23,1528.71354,92,1 OA (2002 CBJ),2002,CAN,1,OHL,8,7800000,LW,Rangers
Jay Bouwmeester,8470151,9/27/1983,5/13/2016 12:53,1509.83861,100,3 OA (2002 FLA),2002,CAN,3,WHL,5,5400000,D,Blues
Scottie Upshall,8470105,10/7/1983,4/28/2016 11:38,1492.48858,43,6 OA (2002 NSH),2002,CAN,6,WHL,1,700000,LW,Blues
Joffrey Lupul,8470207,9/23/1983,5/24/2016 11:35,1496.63986,94,7 OA (2002 ANA),2002,CAN,7,WHL,5,5250000,RW,MapleLeafs
Eric Nystrom,8470180,2/14/1983,2/8/2016 20:50,1484.83032,93,10 OA (2002 CGY),2002,USA,10,CCHA,4,2500000,LW,Predators
Boyd Gordon,8470159,10/19/1983,4/13/2016 13:20,1481.98834,88,17 OA (2002 WSH),2002,CAN,17,WHL,3,3000000,C,Coyotes
Alexander Steen,8470257,3/1/1984,5/24/2016 11:34,1525.14349,79,24 OA (2002 TOR),2002,CAN,24,SWE,3,5800000,LW,Blues
Jarret Stoll,8468526,6/24/1982,3/28/2016 22:34,1495.35336,36,36 OA (2002 EDM),2002,CAN,36,WHL,1,800000,C,Wild
Trevor Daley,8470110,10/9/1983,5/24/2016 11:32,1503.51567,102,43 OA (2002 DAL),2002,CAN,43,OHL,6,3300000,D,Penguins
Matt Greene,8470121,5/13/1983,5/24/2016 11:28,1485.33075,132,44 OA (2002 EDM),2002,USA,44,USHL,4,2500000,D,Kings
Duncan Keith,8470281,7/16/1983,5/17/2016 9:00,1540.35345,102,54 OA (2002 CHI),2002,CAN,54,CCHA,13,5538462,D,Blackhawks
Matt Stajan,8470162,12/19/1983,4/13/2016 13:26,1495.70766,108,57 OA (2002 TOR),2002,CAN,57,OHL,4,3125000,C,Flames
Jiri Hudler,8470201,1/4/1984,5/17/2016 7:43,1523.25968,101,58 OA (2002 DET),2002,CZE,58,CZE,4,4000000,RW,Panthers
Johnny Boychuk,8470187,1/19/1984,4/28/2016 11:36,1523.8812,105,61 OA (2002 COL),2002,CAN,61,WHL,7,6000000,D,Islanders
Tomas Fleischmann,8470039,5/16/1984,2/1/2016 18:04,1501.105,34,63 OA (2002 DET),2002,CZE,63,CZE JR.,1,750000,LW,Blackhawks
Gregory Campbell,8470169,12/17/1983,5/24/2016 11:36,1478.51983,78,67 OA (2002 FLA),2002,CAN,67,OHL,2,1500000,C,BlueJackets
Frans Nielsen,8470144,4/24/1984,5/24/2016 11:34,1496.19057,98,87 OA (2002 NYI),2002,DNK,87,SWE,4,2750000,C,Islanders
Valtteri Filppula,8470047,3/20/1984,5/17/2016 9:01,1505.43723,103,95 OA (2002 DET),2002,FIN,95,FIN JR.,5,5000000,C,Lightning
Tom Gilbert,8470104,1/10/1983,5/24/2016 10:51,1486.10678,79,129 OA (2002 COL),2002,USA,129,USHL,2,2800000,D,Canadiens
James Wisniewski,8470222,2/21/1984,5/24/2016 11:32,1493.27674,82,156 OA (2002 CHI),2002,USA,156,OHL,6,5500000,D,Hurricanes
Dennis Wideman,8469770,3/20/1983,5/24/2016 12:07,1499.73682,82,241 OA (2002 BUF),2002,CAN,241,OHL,5,5250000,D,Flames
Jonathan Ericsson,8470318,3/2/1984,5/24/2016 11:32,1495.18628,88,291 OA (2002 DET),2002,SWE,291,SWE,6,4250000,D,RedWings
Jason Spezza,8469455,6/13/1983,5/24/2016 11:37,1517.43816,98,2 OA (2001 OTT),2001,CAN,2,OHL,4,7500000,C,Stars
Mikko Koivu,8469459,3/12/1983,4/20/2016 18:31,1512.01687,126,6 OA (2001 MIN),2001,FIN,6,FIN,7,6750000,C,Wild
Tuomo Ruutu,8469462,2/16/1983,3/2/2016 16:19,1487.57603,76,9 OA (2001 CHI),2001,FIN,9,FIN,4,4750000,LW,Devils
Dan Hamhuis,8469465,12/13/1982,5/24/2016 11:38,1514.59693,87,12 OA (2001 NSH),2001,CAN,12,WHL,6,4500000,D,Canucks
Ales Hemsky,8469466,8/13/1983,4/29/2016 15:54,1499.20677,80,13 OA (2001 EDM),2001,CZE,13,QMJHL,3,4000000,RW,Stars
R.J. Umberger,8469469,5/3/1982,4/28/2016 11:37,1486.34843,82,16 OA (2001 VAN),2001,USA,16,CCHA,5,4600000,C,Flyers
Carlo Colaiacovo,8469470,1/27/1983,5/24/2016 10:54,1493.34731,93,17 OA (2001 TOR),2001,CAN,17,OHL,1,900000,D,Sabres
Fedor Tyutin,8469492,7/19/1983,5/17/2016 8:00,1487.56241,83,40 OA (2001 NYR),2001,RUS,40,RUS,6,4500000,D,BlueJackets
Michael Cammalleri,8469500,6/8/1982,5/13/2016 12:33,1499.59011,87,49 OA (2001 LAK),2001,CAN,49,CCHA,5,5000000,RW,Devils
Chris Thorburn,8469501,6/3/1983,5/13/2016 12:37,1489.852,74,50 OA (2001 BUF),2001,CAN,50,OHL,3,1200000,RW,Jets
Jason Pominville,8469506,11/30/1982,2/1/2016 21:27,1514.79363,82,55 OA (2001 BUF),2001,CAN,55,QMJHL,5,5600000,RW,Wild
Jay McClement,8469508,3/2/1983,5/17/2016 8:02,1479.35904,97,57 OA (2001 STL),2001,CAN,57,OHL,2,1200000,C,Hurricanes
